date,city,state,dead,injured,total,description
8/4/20,Anchorage,Alaska,0,4,4,Police responding to a call of shots fired found one person wounded and an additional three connected to the shooting were found in local hospitals.
8/3/20,South Holland,Illinois,0,4,4,"Four men were wounded in a vehicle on Bishop Ford Freeway, after another vehicle's occupant fired on them."
8/3/20,Milwaukee,Wisconsin,1,3,4,An early morning argument escalated and resulted in one man killed and three injured outside a local business.
8/3/20,Ceres,California,1,3,4,"Police responded to reports of a shooting and discovered three wounded individuals, one of whom later died. A fourth victim arrived at a hospital in a private vehicle."
8/3/20,Rosedale,Maryland,1,5,6,"A 13-year-old boy was killed, five others were wounded; a 14-year-old boy and girl, two 12-year-old boys and a 19-year-old man were wounded. The group was shot at in a parking lot after an altercation while attending a Triple Threat Elite Dance event."
8/2/20,Houston,Texas,1,3,4,A 29-year-old rap artist was killed and three others were wounded in a shooting in North Houston. The wounded victims' conditions are unknown. The suspects are gang members according to the chief of police.
8/1/20,Bay Saint Louis,Mississippi,2,2,4,Two people were killed and two injured in a random ambush style shooting. The perpetrator was arrested after arriving at his mother's house covered in blood.
7/31/20,Philadelphia,Pennsylvania,1,3,4,A woman was killed and three men were wounded in an evening shooting.
7/30/20,Tampa,Florida,0,5,5,A man opened fire at a gas station while screaming at passersby. He wounded five people before he was arrested.
7/30/20,Miami Gardens,Florida,0,5,5,Five men were wounded after a potentially gang related shooting occurred behind a U-Gas Station. A witness likened the amount of gunfire to the Iraq war.
7/29/20,Detroit,Michigan,0,4,4,Three men and a woman were injured while standing outside and a person opened fire from a car.
7/29/20,Elyria,Ohio,5,0,5,"A man killed his wife and three children, aged 12, 10 and 6-years-old, and then himself in an apparent murder-suicide."
7/29/20,St. Louis,Missouri,3,1,4,Three men were killed and a third injured after an afternoon dispute escalated between two groups of people.
7/28/20,Milwaukee,Wisconsin,0,4,4,Four men were injured in the evening.
7/28/20,Wilmington,Delaware,2,2,4,A 17-year-old and a woman were killed and two men were injured in a shooting.
7/27/20,Federal Way,Washington,1,3,4,A 17-year-old was killed and two adults and a 12-year-old injured at Steel Lake Park. A woman reportedly opened fire after an argument.
7/27/20,Chicago,Illinois,1,4,5,Five people were sitting on a porch in the evening when one was killed and four injured in a drive-by shooting.
7/26/20,Flint Township,Michigan,1,3,4,"One person was killed and three others were injured when two men opened fire in a restaurant. One man was charged with open murder, three counts of assault with intent to murder and multiple weapons charges. The other man was charged with careless discharge of a firearm."
7/26/20,Commerce City,Colorado,1,3,4,Responding officers to a large gathering in the early morning found a man dead. Three additional victims were transported in private vehicles to the hospital.
7/26/20,Louisville,Kentucky,1,3,4,"Officers responded to I-64 West in the early morning after calls of shots fired by a moving vehicle. They found four individuals shot, with one dead, in a crashed car. A fifth individual was wounded when the car crashed."
7/26/20,Mont Enterprise,Texas,0,4,4,Four people were injured shortly after midnight when someone opened fire during the Rude Boyz Annual Trail Ride. The gathering was held at Durango's Canyon.
7/26/20,Magnolia,Arkansas,0,4,4,Four people were injured in the early morning after at least two semi-automatic handguns were fired at a large house party.
7/25/20,Denver,Colorado,2,3,5,Two men were killed and two woman and a man were wounded in the Park Hill neighborhood.
7/25/20,Manteca,California,0,7,7,Officers responded from a traffic stop after hearing gunfire. They discovered seven people wounded at a large house party after a man armed with a semi-automatic weapon arrived and opened fire.
7/25/20,Miami,Florida,1,3,4,"A seven-year-old girl, a sixteen-month boy and two adults were shot by a passing vehicle while getting out of a car. The girl was declared brain dead at the hospital, causing the shooting to be declared a homicide."
7/25/20,Dallas,Texas,0,4,4,"Three men and a woman were injured shortly before midnight. A man was denied entry at a local bar, retrieved an assault-type weapon from his car, and shot into the building."
7/25/20,Raleigh,North Carolina,0,4,4,A woman and three men were wounded near a local restaurant.
7/25/20,Flint,Michigan,0,6,6,"Six people were shot at a party of over 1,000 people following the filming of a music video in a parking lot."
7/24/20,Atlanta,Georgia,2,2,4,"Two adults were killed and two teenagers, aged seventeen and eighteen, were injured in an early morning shooting. The group were ambushed by two shooters after arriving at an AirBnb house party in a rideshare."
7/23/20,Chicago,Illinois,2,4,6,Two people were killed and four injured while standing on the sidewalk in the West Pullman area of the Far South Side.
7/23/20,Henrico County,Virginia,1,3,4,One man was killed and three others injured in the early morning. Officers are investigating if the individuals were a part of an announced party for that night.
7/23/20,Petersburg,Virginia,0,4,4,Four people were wounded in an early morning shooting.
7/22/20,Warren,Michigan,0,4,4,A man opened fire and others returned fire at a large party with at least one hundred people in attendance. Four people were injured in the shooting.
7/21/20,Chicago,Illinois,0,15,15,"Fifteen people were injured, four critically, after a shooter opened fire at people leaving a funeral home in Chicago's Auburn Gresham neighborhood."
7/20/20,Chicago,Illinois,0,5,5,Five people were wounded in the North Lawndale neighborhood. They were a part of people gathered on the sidewalk when a car pulled up and several men got out and opened fire.
7/20/20,Richmond,Virginia,1,4,5,One man was killed and four others injured after a fight in a McDonald's parking lot escalated. One of the injured was an innocent bystander in the Food Lion parking lot across the street.
7/19/20,Peoria,Illinois,0,13,13,Thirteen people were injured in an early morning shooting at a riverfront gathering. An argument between two women led to a man firing two shots into the air. This led to multiple individuals opening fire on the crowd.
7/19/20,Detroit,Michigan,0,4,4,"Two fifteen-year-olds and two seventeen-year-olds were wounded while sitting in traffic when another car pulled up and opened fire. Four days later, the suspect was shot by police after a pursuit in which he was found holding a gun and died at a hospital."
7/19/20,Detroit,Michigan,3,1,4,"A man opened fire in a restaurant, killing three men and injuring another. The shooter has been taken into custody."
7/19/20,Chicago,Illinois,2,3,5,"Two people were killed and three wounded shortly before midnight in Morgan Park on the Far South Side. They were part of a group of people, that were fired upon by an unknown shooter."
7/19/20,Washington D.C.,Washington D.C.,1,8,9,Police responding to reports of a shooting discovered one man killed and eight other adults wounded.
7/19/20,Omaha,Nebraska,0,8,8,Eight people including a fifteen-year-old girl were injured in a drive by shooting early in the morning.
7/18/20,Chicago,Illinois,1,4,5,A man was killed and four others wounded after two men opened fire in the early morning in the North Lawndale neighborhood. The men were standing on a street corner.
7/17/20,Madison,Florida,0,4,4,"Three adults and a child were injured after a man, out on bond from a January arrest, entered their home and opened fire."
7/17/20,Columbus,Ohio,0,4,4,Four adults were wounded while attending a memorial in Weinland Park. A three-year-old girl was also wounded when bullets struck the home she was in.
7/16/20,Nashville,Tennessee,0,5,5,"Eight or nine people opened fire in the early morning in a drive-by shooting. Five people were wounded, including a juvenile."
7/15/20,New York City,New York,1,5,6,Two gunmen opened fire in the early morning outside a Brooklyn apartment building. A man was killed and five other adults were wounded.
7/15/20,Shreveport,Louisiana,1,3,4,A man was killed and two adults and an 11-year-old child were injured after an argument escalated from an original argument at a basketball court.
7/14/20,St. Joseph,Missouri,0,5,5,Five men were injured while standing in a park after a vehicle drove by and opened fire.
7/14/20,Durham,North Carolina,0,8,8,Six adults and two children aged four and eight-years-old were wounded after someone opened fire at a party outside a home.
